hip,hd,bf,proper,ra,dec,dist,mag,absmag,spect,x,y,z
32349,48915,9Alp CMa,Sirius,6.752481,-16.716116,2.6371,-1.44,1.454,A0m...,-0.494323,2.476731,-0.758485
30438,45348,Alp Car,Canopus,6.399195,-52.69566,94.7867,-0.62,-5.504,F0Ib,-5.992679,57.132034,-75.396105
69673,124897,16Alp Boo,Arcturus,14.26103,19.18241,11.2575,-0.05,-0.307,K2IIIp,-8.823448,-5.932531,3.698938
71683,128620,Alp1Cen,Rigil Kentaurus,14.660765,-60.833976,1.3248,-0.01,4.379,G2V,-0.495203,-0.414084,-1.156625
91262,172167,3Alp Lyr,Vega,18.61564,38.783692,7.6787,0.03,0.604,A0Vvar,0.960565,-5.908009,4.809731
24608,34029,13Alp Aur,Capella,5.27815,45.997991,13.1234,0.08,-0.51,M1: comp,1.712633,8.954439,9.440007
24436,34085,19Bet Ori,Rigel,5.242298,-8.20164,264.5503,0.18,-6.933,B8Ia,51.601106,256.709905,-37.740051
37279,61421,10Alp CMi,Procyon,7.655033,5.224993,3.5142,0.4,2.671,F5IV-V,-1.469312,3.17617,0.320024
7588,10144,Alp Eri,Achernar,1.628556,-57.236757,42.7533,0.45,-2.705,B3Vp,21.065573,9.568417,-35.951967
27989,39801,58Alp Ori,Betelgeuse,5.919529,7.407063,152.6718,0.45,-5.469,M2Ib,3.189296,151.364387,19.682142
68702,122451,Bet Cen,Hadar,14.063729,-60.373039,120.1923,0.61,-4.789,B1III,-50.954051,-30.56287,-104.478695
97649,187642,53Alp Aql,Altair,19.846388,8.868322,5.1295,0.76,2.21,A7IV-V,2.355468,-4.4873,0.790749
60718,108248,Alp1Cru,Acrux,12.443311,-63.099092,98.7167,0.77,-4.202,B0.5IV,-44.363755,-5.171957,-88.034513
21421,29139,87Alp Tau,Aldebaran,4.598677,16.509301,20.4332,0.87,-0.682,K5III,7.02722,18.287604,5.806661
65474,116658,67Alp Vir,Spica,13.419883,-11.161322,76.5697,0.98,-3.44,B1V,-69.990853,-27.285826,-14.82176
80763,148478,21Alp Sco,Antares,16.490128,-26.432002,169.7793,1.06,-5.089,M1Ib + B2.5V,-58.542602,-140.307591,-75.574766
37826,62509,78Bet Gem,Pollux,7.755277,28.026199,10.3584,1.16,1.084,K0IIIvar,-4.055465,8.19518,4.867171
113368,216956,24Alp PsA,Fomalhaut,22.960838,-29.622236,7.7036,1.17,1.737,A3V,6.450517,-1.799476,-3.807757
62434,111123,Bet Cru,Becrux,12.795359,-59.688764,85.3971,1.25,-3.407,B0.5III,-42.168771,-8.909619,-73.723149
102098,197345,50Alp Cyg,Deneb,20.690532,45.280338,432.9004,1.25,-6.932,A2Ia,197.250632,-232.113407,307.600832
71681,128621,Alp2Cen,,14.660346,-60.8383,1.3248,1.35,5.739,K1V,-0.495181,-0.413973,-1.156674
49669,87901,32Alp Leo,Regulus,10.139532,11.967207,24.3132,1.36,-0.569,B7V,-21.018857,11.132218,5.041397
33579,52089,21Eps CMa,Adhara,6.977097,-28.972084,124.2236,1.5,-3.971,B2II,-27.497987,105.141608,-60.171969
36850,60179,66Alp Gem,Castor,7.576634,31.888276,15.5958,1.58,0.615,A2Vm,-5.311938,12.130011,8.238737
61084,108903,Gam Cru,Gacrux,12.519429,-57.113212,27.1518,1.59,-0.579,M4III,-14.606901,-1.998688,-22.800748
85927,158926,35Lam Sco,Shaula,17.560145,-37.103821,175.1313,1.62,-4.597,B1.5IV+...,-16.048583,-138.749793,-105.649898
25336,35468,24Gam Ori,Bellatrix,5.418851,6.349702,77.3994,1.64,-2.804,B2III,11.658576,76.036136,8.56012
25428,35497,112Bet Tau,Alnath,5.438198,28.60745,41.0509,1.65,-1.417,B7III,5.281578,35.6504,19.655456
45238,80007,Bet Car,Miaplacidus,9.220041,-69.717208,34.6981,1.67,-1.032,A2IV,-8.980712,8.001552,-32.546536
26311,37128,46Eps Ori,Alnilam,5.603559,-1.20192,606.0606,1.69,-7.223,B0Ia,62.775122,602.66691,-12.712683
109268,209952,Alp Gru,Alnair,22.137209,-46.960975,30.9693,1.73,-0.725,B7IV,18.672505,-9.904001,-22.635193
26727,37742,50Zet Ori,Alnitak,5.679313,-1.942572,225.7336,1.74,-5.028,O9.5Ib SB,18.918488,224.809409,-7.651875
39953,68273,Gam2Vel,,8.158876,-47.336588,342.4658,1.75,-5.923,WC8 + O9I,-124.300149,195.993257,-251.831601
62956,112185,77Eps UMa,Alioth,12.900472,55.959821,25.31,1.76,-0.256,A0p,-13.775959,-3.309169,20.972944
15863,20902,33Alp Per,Mirphak,3.405378,49.86118,155.2795,1.79,-4.166,F5Ib,62.885098,77.880689,118.708804
90185,169022,20Eps Sgr,Kaus Australis,18.402868,-34.384616,43.9367,1.79,-1.424,B9.5III,3.817188,-36.057831,-24.812975
54061,95689,50Alp UMa,Dubhe,11.062155,61.751033,37.679,1.81,-1.07,F7V comp,-17.298705,4.33488,33.191332
34444,54605,25Del CMa,Wezen,7.139857,-26.3932,492.6108,1.83,-6.633,F8Ia,-129.733458,421.761488,-218.979855
67301,120315,85Eta UMa,Alkaid,13.792354,49.313265,31.8674,1.85,-0.667,B3V SB,-18.529548,-9.394541,24.164506
41037,71129,Eps Car,Avior,8.375236,-59.509483,185.5288,1.86,-4.482,K3III+B2V,-54.83708,76.515238,-159.872623
86228,159532,The Sco,Sargas,17.62198,-42.997824,92.081,1.86,-2.961,F1II,-6.654055,-67.016643,-62.796539
28360,40183,34Bet Aur,Menkalinan,5.992149,44.947433,24.8694,1.9,-0.078,A2V,0.036195,17.601288,17.569058
82273,150798,Alp TrA,Atria,16.811077,-69.027715,119.7605,1.91,-3.482,K2IIb-IIIa,-13.127447,-40.804561,-111.826781
31681,47105,24Gam Gem,Alhena,6.628528,16.399252,33.5121,1.93,-0.696,A0IV,-5.266162,31.714389,9.461403
42913,74956,Del Vel,,8.745059,-54.708821,24.6975,1.93,-0.033,A1V,-9.394033,10.739813,-20.158771
100751,193924,Alp Pav,Peacock,20.427459,-56.73509,54.8246,1.94,-1.755,B2IV,17.850262,-24.200974,-45.841245
11767,8890,1Alp UMi,Polaris,2.52975,89.264109,132.626,1.97,-3.643,F7:Ib-IIv SB,1.3431,1.047629,132.614909
30324,44743,2Bet CMa,Mirzam,6.378329,-17.955918,151.0574,1.98,-3.916,B1II/III,-14.209731,142.995999,-46.568852
46390,81797,30Alp Hya,Alphard,9.45979,-8.658603,55.2792,1.99,-1.723,K3III,-43.003468,33.722848,-8.322089
9884,12929,13Alp Ari,Hamal,2.119555,23.462423,20.1776,2.01,0.486,K2III,15.731986,9.751722,8.03361
50583,89484,41Gam1Leo,Algieba,10.332873,19.841489,39.8883,2.01,-0.994,K0III,-34.002797,15.860719,13.53874
3419,4128,16Bet Cet,Diphda,0.72649,-17.986605,29.5334,2.04,-0.312,K0III,27.583638,5.310463,-9.119792
92855,175191,34Sig Sgr,Nunki,18.92109,-26.296722,69.8324,2.05,-2.17,B2.5V,14.950858,-60.794062,-30.937099
68933,123139,5The Cen,Menkent,14.111395,-36.369954,18.0343,2.06,0.78,K0IIIb,-12.358808,-7.624204,-10.694288
677,358,21Alp And,Alpheratz,0.139791,29.090432,29.7442,2.07,-0.297,B9p,25.974572,0.951042,14.461264
5447,6860,43Bet And,Mirach,1.162194,35.620558,60.5327,2.07,-1.84,M0IIIvar,46.946371,14.741814,35.255129
27366,38771,53Kap Ori,Saiph,5.795941,-9.669605,198.4127,2.07,-4.418,B0.5Iavar,10.444137,195.314937,-33.326707
72607,131873,7Bet UMi,Kochab,14.845105,74.155505,40.1445,2.07,-0.948,K4IIIvar,-8.058164,-7.429707,38.619407
112122,214952,Bet Gru,,22.711115,-46.884577,54.2594,2.07,-1.602,M5III,34.993484,-12.277259,-39.608199
86032,159561,55Alp Oph,Rasalhague,17.582241,12.560035,14.8965,2.08,1.215,A5III,-1.587067,-14.453242,3.239454
14576,19356,26Bet Per,Algol,3.136148,40.955648,27.571,2.09,-0.112,B8V,14.189428,15.238793,18.072114
9640,12533,57Gam1And,Almaak,2.064984,42.329725,120.4819,2.1,-3.305,B8V,76.368059,45.840864,81.131974
57632,102647,94Bet Leo,Denebola,11.817663,14.57206,10.9999,2.14,1.933,A3Vvar,-10.633926,0.508011,2.767546
4427,5394,27Gam Cas,Cih,0.945143,60.71674,168.3502,2.15,-3.981,B0IV:evar,79.836717,20.168018,146.837047
61932,110304,Gam Cen,,12.691971,-48.959888,39.9042,2.2,-0.805,A1IV,-25.771821,-4.720403,-30.097707
39429,66811,Zet Pup,Naos,8.059737,-40.003148,332.2259,2.21,-5.397,O5IAf,-130.674899,218.376203,-213.564535
45556,80404,Iot Car,Tureis,9.284838,-59.275229,234.7418,2.21,-4.643,A8Ib,-90.887872,78.251756,-201.791538
76267,139006,5Alp CrB,Alphekka,15.578128,26.714693,23.0097,2.22,0.41,A0V,-12.176093,-16.558746,10.343974
44816,78647,Lam Vel,,9.133268,-43.432589,166.9449,2.23,-3.883,K4Ib-II,-88.662596,82.682121,-114.774841
65378,116656,79Zet UMa,Mizar,13.398747,54.925362,26.3089,2.23,0.129,A2V,-14.115808,-5.413302,21.531272
100453,194093,37Gam Cyg,Sadr,20.370473,40.256679,561.7978,2.23,-6.518,F8Ib,249.318228,-348.795593,363.040966
3179,3712,18Alp Cas,Shedir,0.675116,56.537331,69.979,2.24,-1.985,K0II-IIIvar,37.984817,6.784483,58.379619
87833,164058,33Gam Dra,Etamin,17.943437,51.488895,47.3037,2.24,-1.134,K5III,-0.436154,-29.451035,37.014357
25930,36486,34Del Ori,Mintaka,5.533445,-0.299092,212.3142,2.25,-4.385,O9.5II,25.868117,210.729667,-1.108306
746,432,11Bet Cas,Caph,0.152887,59.14978,16.7842,2.28,1.155,F2III-IV,8.600014,0.344589,14.409503
66657,118716,Eps Cen,,13.664796,-53.466394,131.0616,2.29,-3.297,B1III,-70.726493,-32.9381,-105.309044
78401,143275,7Del Sco,Dschubba,16.005557,-22.62171,150.6024,2.29,-3.599,B0.2IV,-69.332609,-120.492107,-57.928452
82396,151680,26Eps Sco,,16.83608,-34.293232,19.5351,2.29,0.836,K2IIIb,-4.842163,-15.39568,-11.006616
71860,129056,Alp Lup,,14.698823,-47.3882,142.4501,2.3,-3.468,B1.5III,-73.354913,-62.611867,-104.837277
71352,127972,Eta Cen,,14.591786,-42.157824,93.7207,2.33,-2.529,B1Vn + A,-54.086167,-43.605833,-62.903
53910,95418,48Bet UMa,Merak,11.030677,56.382427,24.4499,2.34,0.399,A1V,-13.103033,3.398358,20.360601
72105,129988,36Eps Boo,Izar,14.749784,27.074222,62.1118,2.35,-1.616,A0,-41.582771,-36.462926,28.269741
107315,206778,8Eps Peg,Enif,21.736433,9.875011,211.4165,2.38,-4.246,K2Ibvar,172.769915,-116.330918,36.25782
86670,160578,Kap Sco,,17.708132,-39.029983,148.1481,2.39,-3.463,B1.5III,-8.785101,-114.747994,-93.292778
2081,2261,Alp Phe,Ankaa,0.438056,-42.305981,25.974,2.4,0.327,K0III...,19.083654,2.198282,-17.483284
58001,103287,64Gam UMa,Phad,11.897168,53.69476,25.5037,2.41,0.377,A0V SB,-15.094867,0.406425,20.552678
84012,155125,35Eta Oph,,17.172968,-15.72491,27.0929,2.43,0.266,A2.5Va,-5.602493,-25.470005,-7.342684
113881,217906,53Bet Peg,Scheat,23.062901,28.082789,60.0962,2.44,-1.454,M2II-IIIvar,51.433435,-12.877612,28.290136
35904,58350,31Eta CMa,Aludra,7.401584,-29.303104,609.7561,2.45,-6.476,B5Ia,-190.762166,496.337122,-298.432917
105199,203280,5Alp Cep,Alderamin,21.30963,62.585573,15.0376,2.45,1.564,A7IV-V,5.276111,-4.483201,13.348778
45941,81188,Kap Vel,,9.368562,-55.010668,175.4386,2.47,-3.751,B2IV,-77.65777,63.951481,-143.729782
102488,197989,53Eps Cyg,Gienah,20.770178,33.970256,22.2916,2.48,0.739,K0III,12.262597,-13.834612,12.455654
113963,218045,54Alp Peg,Markab,23.079348,15.205264,40.8831,2.49,-0.568,B9.5III,38.311434,-9.417123,10.722722
14135,18884,92Alp Cet,Menkar,3.037992,4.089734,76.3942,2.54,-1.875,M2III,53.342561,54.414384,5.448321
81377,149757,13Zet Oph,,16.619316,-10.56709,112.2334,2.54,-2.711,O9.5V,-39.017319,-103.200447,-20.582092
68002,121263,Zet Cen,,13.925667,-47.288375,117.096,2.55,-2.793,B2.5IV,-69.545858,-38.36753,-86.039492
54872,97603,68Del Leo,Zosma,11.235138,20.523717,17.9147,2.56,1.294,A4V,-16.442201,3.337108,6.280742
78820,144217,8Bet1Sco,Graffias,16.09062,-19.805453,123.9157,2.56,-2.906,B0.5V,-55.881427,-102.320756,-41.98604
25985,36673,11Alp Lep,Arneb,5.545504,-17.822289,680.2721,2.58,-6.583,F0Ib,76.877195,643.047236,-208.208
59196,105435,Del Cen,,12.13931,-50.722425,127.2265,2.58,-2.943,B2IVne,-80.490795,-2.936809,-98.48459
59803,106625,4Gam Crv,Gienah Ghurab,12.263437,-17.541929,47.1032,2.58,-0.785,B8III,-44.805937,-3.095058,-14.197066
93506,176687,38Zet Sgr,,19.043532,-29.880105,27.0416,2.6,0.44,A3IV,6.326274,-22.577554,-13.471863
74785,135742,27Bet Lib,Zubeneschemali,15.283449,-9.382917,56.7537,2.61,-1.16,B8V,-36.549398,-42.420251,-9.252607
77070,140573,24Alp Ser,Unukalhai,15.737798,6.425627,22.6757,2.63,0.852,K2III,-12.5786,-18.695648,2.537718
8903,11636,6Bet Ari,Sheratan,1.910668,20.808035,17.9856,2.64,1.365,A5V...,14.752622,8.063457,6.389157
26634,37795,Alp Col,Phakt,5.660817,-34.074108,80.1282,2.65,-1.869,B7IV,5.885917,66.110037,-44.89318
28380,40312,37The Aur,,5.995351,37.212585,50.7614,2.65,-0.878,A0p Si,0.049188,40.426416,30.69934
61359,109379,9Bet Crv,Kraz,12.573121,-23.396759,44.6628,2.65,-0.6,G5II,-40.529889,-6.127261,-17.73539
6686,8538,37Del Cas,Ruchbah,1.430216,60.235283,30.4785,2.66,0.24,A5Vv SB,14.082378,5.53413,26.457567
67927,121370,8Eta Boo,Mufrid,13.911411,18.397717,11.396,2.68,2.396,G0IV,-9.487671,-5.188142,3.596709
73273,132058,Bet Lup,,14.975537,-43.13396,117.3709,2.68,-2.668,B2III,-60.951955,-60.176134,-80.247234
23015,31398,3Iot Aur,Hassaleh,4.949894,33.16609,151.2859,2.69,-3.209,K3IIvar,34.378539,121.884168,82.763748
52727,93497,Mu  Vel,,10.779488,-49.420255,35.9195,2.69,-0.087,G5III SB,-22.183186,7.339648,-27.280949
61585,109668,Alp Mus,,12.619739,-69.135564,96.7118,2.69,-2.237,B2IV-V,-33.992375,-5.563974,-90.370102
85696,158408,34Ups Sco,,17.512732,-37.295811,176.6784,2.7,-3.536,B2IV,-17.880984,-139.40881,-107.054828
35264,56855,Pi  Pup,,7.285711,-37.09747,247.5248,2.71,-4.258,K3Ib,-65.206299,186.349551,-149.300305
89931,168454,19Del Sgr,Kaus Meridionalis,18.3499,-29.828103,106.6098,2.72,-2.419,K3III,8.460232,-92.098382,-53.027575
97278,186791,50Gam Aql,Tarazed,19.770994,10.613261,121.0654,2.72,-2.695,K3II,53.215608,-106.431852,22.297682
79593,146051,1Del Oph,,16.239094,-3.694323,52.4659,2.73,-0.869,M1III,-23.290749,-46.890988,-3.380547
80331,148387,14Eta Dra,,16.39986,61.514213,28.2326,2.73,0.476,G8III,-5.477258,-12.300885,24.814526
52419,93030,The Car,,10.715949,-64.39445,139.6648,2.74,-2.985,B0Vp,-56.980945,19.910719,-125.948607
61941,110379,29Gam Vir,Porrima,12.694345,-1.449375,11.685,2.74,2.402,F0V+...,-11.488622,-2.111702,-0.295552
26241,37043,44Iot Ori,Hatsya,5.590551,-5.909901,714.2857,2.75,-6.519,O9III,76.014147,706.411475,-73.54604
65109,115892,Iot Cen,,13.343296,-36.712295,18.0213,2.75,1.471,A2V,-13.562569,-4.976416,-10.773082
72622,130841,9Alp2Lib,Zubenelgenubi,14.847977,-16.041778,23.2396,2.75,0.919,A3IV,-16.408581,-15.151818,-6.421874
86742,161096,60Bet Oph,Cebalrai,17.724543,4.567303,25.0941,2.76,0.762,K2III,-1.802333,-24.949291,1.998237
23875,33111,67Bet Eri,Cursa,5.130829,-5.086446,27.3973,2.78,0.591,A3IIIvar,6.156194,26.585876,-2.429001
80816,148856,27Bet Her,Kornephoros,16.503668,21.489613,42.6621,2.78,-0.37,G8III,-15.155861,-36.689058,15.62843
84345,156014,64Alp1Her,Rasalgethi,17.244127,14.390333,110.2536,2.78,-2.432,M5IIvar,-20.995512,-104.709944,27.400863
59747,106490,Del Cru,,12.252427,-58.748928,105.8201,2.79,-2.333,B2IV,-54.778605,-3.62525,-90.466
85670,159181,23Bet Dra,Rastaban,17.507213,52.301387,116.5501,2.79,-2.543,G2II,-9.169333,-70.678899,92.218765
76297,138690,Gam Lup,,15.585681,-41.166757,129.0323,2.8,-2.753,B2IV,-57.388809,-78.369378,-84.935884
25606,36079,9Bet Lep,Nihal,5.470756,-20.759441,49.1642,2.81,-0.648,G5II,6.349344,45.531613,-17.425966
81693,150680,40Zet Her,,16.688113,31.602726,10.7158,2.81,2.66,F9IV,-3.073152,-8.593139,5.615032
2021,2151,Bet Hyi,,0.427916,-77.254247,7.4588,2.82,3.457,G2IV,1.635267,0.184517,-7.275205
81266,149438,23Tau Sco,,16.598043,-28.216016,145.3488,2.82,-2.992,B0V,-45.960032,-119.546841,-68.7205
90496,169916,22Lam Sgr,Kaus Borealis,18.466179,-25.4217,23.9693,2.82,0.922,K1IIIb,2.635486,-21.487046,-10.289309
1067,886,88Gam Peg,Algenib,0.220598,15.183596,120.048,2.83,-2.567,B2IV,115.664183,6.687324,31.442127
39757,67523,15Rho Pup,,8.125737,-24.304324,19.4818,2.83,1.382,F2mF5IIp,-9.379037,15.076242,-8.018549
77952,141891,Bet TrA,,15.919083,-63.430727,12.3778,2.83,2.367,F2III,-2.869157,-4.734869,-11.070637
18246,24398,44Zet Per,,3.9022,31.883635,230.4147,2.84,-3.973,B1Ib,102.130978,166.878316,121.704179
85258,157244,Bet Ara,,17.421665,-55.529884,198.0198,2.84,-3.644,K3Ib-II,-16.904234,-110.792345,-163.251778
85792,158427,Alp Ara,,17.530695,-49.876145,81.9672,2.84,-1.728,B2Vne,-6.473763,-52.424912,-62.676478
17702,23630,25Eta Tau,Alcyone,3.79141,24.105137,123.6094,2.85,-2.61,B7III,61.664507,94.489136,50.483636
63608,113226,47Eps Vir,Vindemiatrix,13.036278,10.95915,33.6022,2.85,0.218,G8IIIvar,-31.782664,-8.840495,6.38806
107556,207098,49Del Cap,,21.784011,-16.127286,11.8666,2.85,2.478,A5mF2 (IV),9.534405,-6.248606,-3.296196
,60178,66Alp Gem,,7.576827,31.89052,15.8053,2.85,1.856,A m,-5.383676,12.292323,8.349873
9236,12311,Alp Hyi,,1.979451,-61.569859,22.0119,2.86,1.147,F0V,9.103629,5.191033,-19.357346
97165,186882,18Del Cyg,,19.749574,45.13081,50.5817,2.86,-0.66,B9.5III,15.779435,-32.006459,35.8481
30343,44478,13Mu  Gem,,6.382673,22.513586,71.0227,2.87,-1.387,M3IIIvar,-6.562116,65.281443,27.194957
74946,135382,Gam TrA,,15.315181,-68.679545,56.3698,2.87,-0.885,A1V,-13.248562,-15.637336,-52.51191
110130,211416,Alp Tuc,,22.308371,-60.259587,61.237,2.87,-1.065,K3III,27.447381,-13.018072,-53.171301
13847,18622,The1Eri,Acamar,2.971023,-40.304672,49.4315,2.88,-0.59,A4III+...,26.85749,26.453029,-31.974932
94141,178524,41Pi  Sgr,Albaldah,19.162731,-21.023615,156.25,2.88,-3.089,F2II/III,43.714239,-139.143552,-56.055078
36188,58715,3Bet CMi,Gomeisa,7.452512,8.289315,49.5786,2.89,-0.586,B8Vvar,-18.209817,45.556204,7.147858
63125,112413,12Alp2CVn,Cor Caroli,12.933807,38.31838,35.1989,2.89,0.157,A0spe...,-26.795114,-6.684223,21.824384
78265,143018,6Pi  Sco,,15.980865,-26.114105,179.5332,2.89,-3.381,B1V + B2V,-81.301517,-139.203202,-79.023364
18532,24760,45Eps Per,,3.96423,40.010215,195.6947,2.9,-3.558,B0.5V,76.156467,129.09969,125.816858
80112,147165,20Sig Sco,,16.353143,-25.592796,213.6752,2.9,-3.749,B1III,-80.536239,-175.075401,-92.301792
106278,204867,22Bet Aqr,Sadalsuud,21.525982,-5.571172,164.7446,2.9,-3.184,G0Ib,130.759282,-98.929336,-15.993766
14328,18925,23Gam Per,,3.079942,53.50644,74.5712,2.91,-1.453,G8III+...,30.696986,32.009546,59.949578
48002,85123,Ups Car,,9.785036,-65.072007,440.5286,2.92,-5.3,A9,-155.321542,101.734428,-399.488275
112158,215182,44Eta Peg,Matar,22.716704,30.221245,65.703,2.93,-1.158,G2II-III..,53.59916,-18.717064,33.070991
32768,50310,Tau Pup,,6.832266,-50.61456,55.8036,2.94,-0.793,K0III...,-7.654383,34.572281,-43.130564
60965,108767,7Del Crv,Algorab,12.497739,-16.515432,26.6312,2.94,0.813,B9.5V,-25.316094,-3.317674,-7.57057
109074,209750,34Alp Aqr,Sadalmelik,22.096399,-0.319851,160.5136,2.95,-3.078,G2Ib,140.987693,-76.722268,-0.896054
18543,25025,34Gam Eri,Zaurak,3.967157,-13.508515,62.3441,2.97,-1.004,M1IIIb Ca-1,30.760217,52.235828,-14.56308
26451,37202,123Zet Tau,,5.627413,21.142549,136.4256,2.97,-2.704,B4IIIp,12.391949,126.637551,49.207351
47908,84441,17Eps Leo,Ras Elased Australis,9.764188,23.774255,75.643,2.97,-1.424,G0II,-57.700126,38.244772,30.494289
88635,165135,10Gam2Sgr,Nash,18.096803,-30.424091,29.7,2.98,0.616,K0III,0.648969,-25.602281,-15.040072
64962,115659,46Gam Hya,,13.315359,-23.171512,41.0341,2.99,-0.076,G8III,-35.509172,-12.735386,-16.146279
87073,161471,Iot1Sco,,17.793078,-40.126997,591.716,2.99,-5.871,F3Ia,-24.497404,-451.772701,-381.351324
93747,177724,17Zet Aql,,19.090169,13.863478,25.4582,2.99,0.961,A0Vn,6.95881,-23.716532,6.099966
10064,13161,4Bet Tri,,2.159058,34.987297,38.8954,3,0.051,A5III,26.909766,17.068198,22.302471
54539,96833,52Psi UMa,,11.161062,44.498487,44.3066,3,-0.232,K1III,-30.843315,6.88533,31.054046
75097,137422,13Gam UMi,,15.345483,71.834016,149.2537,3,-2.87,A3II-III,-29.797327,-35.741213,141.814461
82514,151890,Mu 1Sco,,16.864509,-38.04738,153.6098,3,-2.932,B1.5IV + B,-35.43289,-115.66204,-94.671563
108085,207971,Gam Gru,,21.898808,-37.364852,64.7249,3,-1.055,B8III,43.853581,-26.892269,-39.28078
17358,22928,39Del Per,,3.715416,47.787551,158.2278,3.01,-2.986,B5III SB,59.860731,87.855481,117.192812
30122,44402,1Zet CMa,,6.338553,-30.063367,111.1111,3.02,-2.209,B2.5V,-8.512138,95.786306,-55.662081
33977,53138,24Omi2CMa,,7.050409,-23.833291,847.4576,3.02,-6.621,B3Ia,-210.498109,746.064177,-342.438173
59316,105707,2Eps Crv,,12.168746,-22.619766,97.4659,3.02,-1.924,K2III,-89.88085,-3.973272,-37.486747
23416,31964,7Eps Aur,,5.032815,43.823308,653.5948,3.03,-6.047,F0Ia,118.129799,456.518488,452.57303
62322,110879,Bet Mus,,12.771346,-68.108119,104.712,3.04,-2.06,B2V,-38.249334,-7.83061,-97.161472
71075,127762,27Gam Boo,,14.534636,38.308253,26.6099,3.04,0.915,A7IIIvar,-16.449442,-12.860715,16.49506
95947,183912,6Bet1Cyg,Albireo,19.512023,27.959681,133.1558,3.05,-2.572,K3II+...,45.350466,-108.51838,62.430012
100345,193495,9Bet Cap,,20.350187,-14.781367,100.2004,3.05,-1.954,A5:n,55.920163,-79.116953,-25.564218
32246,48329,27Eps Gem,,6.732202,25.131124,259.0674,3.06,-4.007,A3mA6-A9,-44.684834,230.247724,110.023705
50801,89758,34Mu  UMa,,10.372155,41.499516,70.6215,3.06,-1.185,M0III SB,-48.161684,21.865099,46.794651
94376,180711,57Del Dra,,19.209225,67.661541,29.8686,3.07,0.694,G9III,3.534238,-10.788301,27.627312
89642,167618,Eta Sgr,,18.293793,-36.761686,44.7427,3.1,-0.154,M2III,2.754228,-35.738834,-26.777975
43813,76294,16Zet Hya,,8.92323,5.945563,51.2558,3.11,-0.439,G8III-IV,-35.316755,36.765697,5.309278
52943,93813,Nu  Hya,,10.827079,-16.193648,44.0723,3.11,-0.111,K0/K1III,-40.343946,12.793047,-12.291085
56561,100841,Lam Cen,,11.596363,-63.019841,128.7001,3.11,-2.438,B9II:,-58.063196,6.158685,-114.692848
101772,196171,Alp Ind,,20.626116,-47.291502,30.1477,3.11,0.714,K0III,12.976855,-15.802893,-22.152943
27628,39425,Bet Col,,5.849329,-35.768309,26.7308,3.12,0.985,K1.5III,0.855327,21.672805,-15.624858
44127,76644,9Iot UMa,,8.986828,48.041826,14.5096,3.12,2.312,A7IV,-6.835882,6.883318,10.789878
83081,152786,Zet Ara,,16.977006,-55.990141,149.0313,3.12,-2.746,K5III,-22.05913,-80.386753,-123.53816
84379,156164,65Del Her,,17.250531,24.839204,23.0362,3.12,1.308,A3IVv SB,-4.075476,-20.503689,9.676738
73334,132200,Kap Cen,,14.986025,-42.104194,117.5088,3.13,-2.22,B2IV,-61.87283,-61.421692,-78.787457
45860,80493,40Alp Lyn,,9.350925,34.392562,62.2665,3.14,-0.831,M0IIIvar,-39.512346,32.846027,35.17204
46701,82668,,,9.520371,-57.034377,73.2601,3.16,-1.164,K5III,-31.754679,24.098313,-61.464914
84380,156283,67Pi  Her,,17.250788,36.809162,115.4734,3.16,-2.152,K3IIvar,-18.017787,-90.679203,69.185936
31685,47670,Nu  Pup,,6.629353,-43.195934,113.8952,3.17,-2.113,B8III SB,-13.61885,81.907249,-77.960909
46853,82328,25The UMa,,9.547715,51.6773,13.4789,3.17,2.522,F6IV,-6.693935,5.005096,10.57472
83895,155763,22Zet Dra,,17.146448,65.714683,100.7049,3.17,-1.845,B6III,-9.178442,-40.388128,91.793254
92041,173300,27Phi Sgr,,18.76094,-26.990778,73.3676,3.17,-1.158,B8.5III,12.937936,-64.083559,-33.297761
23767,32630,10Eta Aur,,5.10858,41.234474,74.6269,3.18,-1.184,B3V,12.978524,54.599524,49.18977
71908,128898,Alp Cir,,14.708492,-64.975138,16.57,3.18,2.083,F1Vp,-5.319852,-4.563974,-15.014538
22449,30652,1Pi 3Ori,,4.830669,6.961276,8.0684,3.19,3.656,F6V,2.413721,7.63677,0.977904
23685,32887,2Eps Lep,,5.091018,-22.371032,65.4022,3.19,-0.888,K4III,14.257014,58.775516,-24.89227
83000,153210,27Kap Oph,,16.961139,9.375033,28.0426,3.19,0.951,K2IIIvar,-7.432411,-26.650562,4.567947
87261,161892,,,17.830965,-37.043304,38.5802,3.19,0.258,K0/K1III,-1.362278,-30.763993,-23.24156
104732,202109,64Zet Cyg,,21.215607,30.226916,43.8789,3.21,-0.001,G8II SB,28.278409,-25.25354,22.089851
116727,222404,35Gam Cep,,23.65582,77.632276,14.1024,3.21,2.464,K1IV,3.008186,-0.271815,13.774751
75141,136298,Del Lup,,15.356201,-40.647518,271.0027,3.22,-3.945,B1.5IV,-131.223518,-158.301112,-176.532145
79882,146791,2Eps Oph,,16.305358,-4.692511,32.6371,3.23,0.661,G8III,-13.962311,-29.378579,-2.669978
89962,168723,58Eta Ser,,18.355167,-2.898825,18.5426,3.23,1.889,K0III-IV,1.719456,-18.438938,-0.937748
