hip,hd,bf,proper,ra,dec,dist,mag,absmag,spect,x,y,z
39251,66358,,,8.027091,-37.28372,175.7469,5.9,-0.324,A3IV,-70.773225,120.599374,-106.460852
42614,74273,,,8.684812,-48.92268,606.0606,5.9,-3.013,B1.5V,-257.422573,303.84137,-456.862875
43894,76292,,,8.941814,40.201474,72.2022,5.9,1.607,F3III,-38.396073,39.584125,46.605028
46460,82406,,,9.47516,-66.701877,77.6398,5.9,1.45,A0V,-24.240046,18.851833,-71.309238
47544,83787,,,9.693087,31.277817,236.9668,5.9,-0.973,K6III,-166.699059,115.013796,123.030319
48519,85709,,,9.895257,5.958573,284.9003,5.9,-1.373,M2III,-241.42097,148.355626,29.575318
51556,91130,33    LMi,,10.530937,32.379554,78.0031,5.9,1.439,A0IV,-61.062741,24.715508,41.772574
53530,94985,,,10.952183,-50.765018,102.9866,5.9,0.836,A7Vni,-62.703794,17.645676,-79.769252
55249,98366,76    Leo,,11.315266,1.650395,90.2527,5.9,1.123,K0III:,-88.769641,16.085774,2.599355
57606,102590,,,11.810753,14.28421,59.7372,5.9,2.019,F0V,-57.819366,2.867002,14.739089
60030,107070,13    Vir,,12.311199,-0.787184,114.5475,5.9,0.605,A5Vn,-114.156647,-9.321179,-1.573712
64515,114772,,,13.223156,-50.699829,112.2334,5.9,0.649,B9V,-67.473115,-22.376408,-86.850498
68092,121607,92    Vir,,13.941077,1.050581,90.2527,5.9,1.123,A8V,-78.83449,-43.90783,1.654786
71571,128750,,,14.637219,18.298379,99.0099,5.9,0.922,K2III:,-72.474382,-59.867189,31.085662
72296,130055,,,14.784747,-38.290639,153.6098,5.9,-0.032,K3III,-89.918776,-80.315485,-95.184663
73087,131951,,,14.937008,14.446266,183.1502,5.9,-0.414,A0V,-127.462914,-123.326726,45.690783
74386,134943,,,15.201184,18.976031,221.7295,5.9,-0.829,M4III,-140.254494,-155.865528,72.100252
75696,138265,,,15.464287,60.670217,195.6947,5.9,-0.558,K5III,-59.063209,-75.500345,170.609163
78877,144334,,,16.101772,-23.606315,161.2903,5.9,-0.138,B8V,-70.460599,-129.915922,-64.588681
85409,157662,,,17.453462,-50.63037,909.0909,5.9,-3.893,B9II,-82.228504,-570.762536,-702.790896
90485,169830,,,18.463745,-29.816865,36.6032,5.9,3.082,F8V,3.846159,-31.52374,-18.20011
97122,187340,,,19.738446,69.337065,132.1004,5.9,0.295,A2III,20.49042,-41.869179,123.602711
98526,189695,,,20.016383,8.557735,212.3142,5.9,-0.735,K5III,105.753876,-181.370153,31.593559
101067,195324,42    Cyg,,20.488997,36.454729,793.6508,5.9,-3.598,A1Ib,387.145076,-507.557804,471.577249
114407,218655,,,23.16937,-40.591547,281.6901,5.9,-1.349,M4III,208.868502,-46.149907,-183.285057
,218641,,,23.165305,-22.457364,47.619,5.9,2.511,A3 (IV),42.960938,-9.540257,-18.190143
8404,11037,,,1.807227,3.685447,98.4252,5.91,0.944,G9III,87.43163,44.757221,6.326658
10440,13940,,,2.242208,-41.166765,105.7082,5.91,0.789,G9III,66.255831,44.075473,-69.582812
11867,15975,Lam1For,,2.551952,-34.649967,111.8568,5.91,0.667,K0/K1III,72.234228,57.004747,-63.597522
12181,16176,,,2.615879,38.733581,54.1712,5.91,2.241,F5V,32.728978,26.729536,33.894923
14109,18769,49    Ari,,3.031706,26.462354,64.3501,5.91,1.867,A3m,40.395439,41.07168,28.675013
15514,20618,59    Ari,,3.332166,27.071134,67.2495,5.91,1.772,G8IV,38.505294,45.860346,30.605002
16518,21856,,,3.544449,35.461729,675.6757,5.91,-3.239,B1V,329.922554,440.483212,391.999493
17595,23526,,,3.769267,6.80352,102.7749,5.91,0.851,G9III,56.26774,85.137173,12.175199
17618,23738,Sig For,,3.774286,-29.338157,101.0101,5.91,0.888,A2V,48.454121,73.524414,-49.491166
17805,23887,,,3.810821,0.227857,149.2537,5.91,0.04,K3III,80.934145,125.403968,0.59356
20380,27322,,,4.364392,56.506317,96.9932,5.91,0.976,A3V,22.225529,48.692557,80.887022
20417,27639,,,4.372981,20.821416,714.2857,5.91,-3.359,M0III,275.860247,607.98125,253.897362
21452,28780,,,4.606727,64.261602,135.1351,5.91,0.256,A1V,20.934059,54.823243,121.727704
23408,32263,,,5.030654,0.722112,145.1379,5.91,0.101,K0,36.435351,140.478411,1.82916
29678,43112,,,6.252353,13.851098,366.3004,5.91,-1.909,B1V,-23.479204,354.873253,87.692193
33421,51000,,,6.950145,33.681039,129.5337,5.91,0.348,G5III,-26.53676,104.472204,71.835334
34798,55522,26    CMa,,7.203393,-25.942588,257.0694,5.91,-1.14,B2IV/V,-71.629308,219.787845,-112.460318
35509,57006,,,7.329901,7.142947,53.3049,5.91,2.276,F8V,-18.045261,49.717888,6.628237
39995,67224,,,8.167719,58.248242,263.1579,5.91,-1.191,K4III:,-74.439689,116.776091,223.772916
42172,72945,,,8.597493,6.62022,25.1256,5.91,3.909,F8V,-15.694035,19.406549,2.8967
42452,73171,,,8.654898,52.711623,160,5.91,-0.111,K1III:,-62.077861,74.446242,127.295615
46482,82347,,,9.479763,-62.273134,154.0832,5.91,-0.029,K1III,-56.642016,43.941961,-136.390684
46734,82513,Zet2Ant,,9.525601,-31.871831,117.6471,5.91,0.557,A9IV,-79.669595,60.288633,-62.12023
49812,88195,17    Sex,,10.168761,-8.40817,182.8154,5.91,-0.4,A1V,-160.462166,83.419507,-26.732037
50103,88809,,,10.229427,-40.346056,147.2754,5.91,0.069,K1III,-100.401302,50.186635,-95.346584
51610,91437,,,10.54267,-44.618508,121.8027,5.91,0.482,G6/G8III,-80.465056,32.281442,-85.552085
53257,94132,,,10.891986,69.853881,44.287,5.91,2.679,G9IV,-14.615784,4.363281,41.577529
53423,94672,55    Leo,,10.928444,0.736922,44.8632,5.91,2.651,F2III,-43.105827,12.420137,0.577002
53449,94705,56    Leo,,10.933742,6.185371,119.1895,5.91,0.529,M5IIIvar,-113.908698,32.649618,12.842122
59517,106068,,,12.206106,-62.950773,100000,5.91,-14.09,B9Ia,-45409.40106,-2452.594387,-89061.61391
60308,107543,,,12.365953,-56.374385,694.4444,5.91,-3.298,K4III + (F),-382.794666,-36.78665,-578.245621
62103,110646,,,12.727236,-1.576996,66.9792,5.91,1.78,G8IIIp,-65.744018,-12.670468,-1.843288
62861,111884,,,12.884502,-54.952473,126.7427,5.91,0.395,K3III,-70.84009,-16.703279,-103.761138
64226,114326,,,13.163291,16.848611,206.1856,5.91,-0.661,K5III,-188.253833,-59.173346,59.761597
64246,114447,17    CVn,,13.167563,38.498981,63.2911,5.91,1.903,A9III-IV,-47.236707,-14.905822,39.398664
64466,114570,,,13.21355,-66.226747,90.7441,5.91,1.121,A0V(n),-34.749904,-11.427435,-83.044351
64580,114835,,,13.236699,-58.683937,109.1703,5.91,0.719,K0/K1III,-53.794122,-18.051858,-93.265607
66454,118354,,,13.623189,-46.427879,126.4223,5.91,0.401,B8V,-79.388595,-35.925099,-91.593902
66903,120084,,,13.71093,78.064437,100.7049,5.91,0.895,G7III:,-18.772432,-9.019774,98.52768
67782,121164,,,13.886192,28.648131,65.7462,5.91,1.821,A7V,-50.804751,-27.347354,31.520599
71115,127739,26    Boo,,14.542374,22.260059,54.0249,5.91,2.247,F2IV,-39.326431,-30.87533,20.465191
72438,129954,,,14.812377,-66.593563,431.0345,5.91,-2.263,B2.5V,-126.876046,-114.986184,-395.564828
72773,130701,,,14.876462,-63.809827,505.0505,5.91,-2.607,F8II + A/F,-162.632043,-152.438285,-453.198858
73350,132525,,,14.989754,4.567761,215.0538,5.91,-0.753,M1III,-151.988989,-151.1758,17.126457
73507,133388,,,15.024195,60.204453,105.7082,5.91,0.789,A4V,-36.906246,-37.376735,91.733937
78747,143928,,,16.076899,-37.862951,37.8788,5.91,3.018,F3V,-14.427938,-26.193836,-23.24902
79596,145838,,,16.239546,-33.011088,174.5201,5.91,-0.299,K0III,-65.086297,-131.076367,-95.07867
82350,151862,,,16.826294,13.261141,100.1001,5.91,0.908,A1V,-29.469181,-92.867153,22.96188
82672,151967,,,16.900106,-57.909507,217.3913,5.91,-0.776,M0III,-32.798229,-110.735596,-184.17579
83478,154228,,,17.060917,13.605346,76.746,5.91,1.485,A1V,-18.154397,-72.349206,18.053109
83491,153890,,,17.064146,-38.152572,64.6831,5.91,1.856,F3V,-12.337782,-49.345634,-39.958398
84709,156384,,,17.315842,-34.989792,6.8357,5.91,6.736,K4V,-0.997648,-5.510603,-3.919803
85048,157097,,,17.381874,-37.220786,113.1222,5.91,0.642,K1III,-14.513663,-88.903236,-68.426072
87491,162774,,,17.876512,1.305014,112.7396,5.91,0.65,K5III,-3.643162,-112.650881,2.56761
92133,174237,,,18.778634,52.98796,396.8254,5.91,-2.083,B2.5V,48.358669,-233.935985,316.868551
92931,175360,,,18.93352,-23.173751,194.9318,5.91,-0.539,B6III,43.3618,-173.878501,-76.709659
93179,176232,10    Aql,,18.979701,13.906648,78.3699,5.91,1.439,F0spe...,19.298344,-73.584372,18.835506
94556,179433,,,19.244319,-45.193527,91.3242,5.91,1.107,G8III,20.596359,-60.972504,-64.793487
95038,182190,,,19.337783,57.645129,242.1308,5.91,-1.01,M1III,44.460587,-121.712671,204.539764
95456,182286,,,19.41779,-29.309359,91.3242,5.91,1.107,K3III,28.884178,-74.210955,-44.705578
97598,187086,,,19.837238,-47.557392,408.1633,5.91,-2.144,M1III,127.438011,-244.196223,-301.205184
97774,188252,,,19.868658,47.931795,510.2041,5.91,-2.629,B2III,160.64339,-301.74682,378.748751
99531,192044,20    Vul,,20.200195,26.478806,246.9136,5.91,-1.053,B7Ve...,120.381231,-185.350141,110.090477
100017,193664,,,20.291918,66.853687,17.5685,5.91,4.686,G3V,3.899623,-5.69941,16.154269
101870,196753,,,20.643053,23.680494,625,5.91,-3.069,K0II-III+..,365.197741,-440.730519,251.022549
102358,197939,,,20.739457,56.488405,336.7003,5.91,-1.726,M3III,122.182277,-140.100252,280.731782
102487,197725,17    Cap,,20.769441,-21.514032,80.8407,5.91,1.372,A1V,49.87556,-56.291622,-29.646695
104105,201908,,,21.09145,78.126392,123.4568,5.91,0.452,B8Vn,18.386564,-17.52647,120.815162
112778,216200,14    Lac,,22.839381,41.953394,348.4321,5.91,-1.801,B3IV:var,247.254966,-77.528952,232.935794
113174,216756,,,22.917399,37.076827,39.0168,5.91,2.954,F5II,29.886578,-8.704898,23.522506
114430,218804,6    And,,23.174235,43.544232,27.6472,5.91,3.702,F5IV,19.573117,-4.298653,19.046287
116323,221675,14    Psc,,23.569171,-1.247567,64.9351,5.91,1.848,A2m,64.507173,-7.306818,-1.413795
3760,4627,62    Psc,,0.804836,7.299928,177.6199,5.92,-0.327,G8III,172.283739,36.848083,22.568981
4962,6130,,,1.06028,61.074823,613.4969,5.92,-3.019,F0II,285.369847,81.312305,536.964426
6564,8556,,,1.405695,-6.914656,46.6418,5.92,2.576,F4V,43.202634,16.657888,-5.615277
6631,8810,,,1.418136,-64.369478,277.0083,5.92,-1.292,M0III,111.6606,43.472048,-249.751483
7016,9228,,,1.506362,-26.207851,137.931,5.92,0.222,K2III,114.252334,47.547983,-60.914298
8588,11257,,,1.84777,11.043378,42.0168,5.92,2.803,F2Vw,36.507073,19.180098,8.048426
13225,17793,Eta2For,,2.837438,-35.843636,137.931,5.92,0.222,K0III,82.353368,75.626001,-80.76909
14844,18778,,,3.195229,81.47071,62.1891,5.92,1.951,A7III-IV,6.180406,6.846667,61.501273
14913,20121,,,3.207146,-44.41966,42.4989,5.92,2.778,F3V+...,20.268657,22.595561,-29.745446
23446,32515,,,5.039668,-31.771333,95.511,5.92,1.02,K2III,20.200329,78.646706,-50.289591
25471,35520,,,5.44689,34.39181,645.1613,5.92,-3.128,A1p,76.822086,526.811645,364.418789
26108,36780,,,5.567791,-1.470253,209.6436,5.92,-0.687,K5III,23.663317,208.235188,-5.379045
27965,39698,57    Ori,,5.915746,19.749614,558.6592,5.92,-2.816,B2V,11.596881,525.670066,188.776762
30986,45976,,,6.503132,-10.081511,319.4888,5.92,-1.602,K0,-41.313514,311.831136,-55.926236
31037,46189,,,6.512858,-27.769575,377.3585,5.92,-1.964,B3IV/V,-44.696491,330.892595,-175.817765
32366,49095,,,6.756378,-31.793661,24.3784,5.92,3.985,F7V,-4.076302,20.315775,-12.844197
32463,48977,16    Mon,,6.775671,8.587153,263.1579,5.92,-1.181,B2.5V,-52.478064,254.861206,39.293076
37364,61774,,,7.670425,-19.660861,190.8397,5.92,-0.483,K0III,-76.110557,162.801244,-64.208402
40881,70011,19Lam Cnc,,8.34226,24.022314,140.2525,5.92,0.185,B9.5V,-73.723045,104.765465,57.095809
41080,70652,,,8.381693,-7.54312,395.2569,5.92,-2.064,M1III,-228.794023,318.102929,-51.886345
42001,72832,,,8.560676,-38.848815,255.7545,5.92,-1.119,B5III,-123.749536,156.076366,-160.426658
42265,73143,36    Cnc,,8.61827,9.65558,149.7006,5.92,0.044,A3V,-93.422639,114.245722,25.108579
43589,76161,,,8.877391,-48.359097,318.4713,5.92,-1.595,B3Vn,-144.752563,154.357021,-238.001243
45270,79621,,,9.226239,-47.338407,156.25,5.92,-0.049,B9V,-79.173118,70.309106,-114.901535
46897,82747,,,9.557237,-22.863883,80.2568,5.92,1.398,B9.5V,-59.337391,44.134479,-31.183286
52863,93655,,,10.811266,-1.958896,167.5042,5.92,-0.2,M2III,-159.364768,51.261612,-5.725717
62561,112014,,,12.81855,83.417832,123.0012,5.92,0.47,A0V,-13.776898,-2.998266,122.190445
64390,114371,,,13.197612,-69.942017,42.1053,5.92,2.798,F3IV/V,-13.736902,-4.453939,-39.551505
66247,118054,,,13.577903,-13.214324,148.1481,5.92,0.067,A0V,-132.093458,-57.89849,-33.865763
66878,120565,,,13.706379,82.752408,122.549,5.92,0.478,G9III,-13.943124,-6.679297,121.56942
67210,120048,,,13.771964,38.503626,130.719,5.92,0.338,G9III,-91.485298,-45.771341,81.380886
67292,119938,,,13.791005,-50.249291,64.8508,5.92,1.86,A3m...,-36.99321,-18.739452,-49.859605
68333,121853,,,13.988187,-50.369647,106.1571,5.92,0.79,G8/K0III,-58.743304,-33.673718,-81.759558
73415,131425,,,15.003147,-77.16055,233.6449,5.92,-0.923,G8II,-36.683178,-36.743532,-227.802996
80991,149650,,,16.540463,60.823323,113.7656,5.92,0.64,A2V,-20.680054,-51.461419,99.331018
81729,150682,39    Her,,16.693527,26.91688,43.7445,5.92,2.715,F2III,-13.082524,-36.745907,19.802974
98383,189684,,,19.989006,45.772541,138.8889,5.92,0.207,A5III,48.196463,-84.036343,99.524548
103360,199612,,,20.940526,49.195847,234.7418,5.92,-0.933,G8II-III,106.766777,-110.144348,177.687163
104968,203399,,,21.261779,77.012296,291.5452,5.92,-1.404,K5III,49.395532,-43.049678,284.087115
108195,207964,,,21.919823,-61.886608,46.4684,5.92,2.584,F1III,18.729199,-11.343936,-40.985915
110532,212320,,,22.392264,-7.194421,143.0615,5.92,0.142,G6V,129.546927,-57.992661,-17.916524
112067,214995,,,22.699293,14.516393,84.9618,5.92,1.274,K0III:,77.526476,-27.46971,21.296211
114921,219507,,,23.277719,-44.489166,89.2061,5.92,1.168,K1III,62.503933,-11.961939,-62.513506
636,319,,,0.129693,-22.50856,78.3699,5.93,1.459,A1V,72.358029,2.457783,-30.001634
2611,2952,,,0.552879,54.894985,114.1553,5.93,0.643,K0III,64.961388,9.469096,93.390124
5594,7147,34    Cet,,1.195419,-2.251079,171.8213,5.93,-0.245,K4III,163.349095,52.85884,-6.748903
13473,18149,Psi For,,2.892885,-38.437004,58.5138,5.93,2.094,F5V,33.305165,31.487776,-36.375442
13479,18071,,,2.893144,-22.376308,111.6071,5.93,0.692,G8/K0III,74.988821,70.906408,-42.487654
14036,18700,,,3.012261,10.870388,161.2903,5.93,-0.108,K6,111.642995,112.362067,30.417432
15004,19845,,,3.223297,48.176953,116.5501,5.93,0.597,G9III,51.651121,58.072823,86.85398
15357,20606,,,3.300717,-28.797075,62.3053,5.93,1.957,F3V+...,35.452294,41.525171,-30.013201
16029,21430,,,3.43959,-27.317479,138.5042,5.93,0.223,K0III,76.44751,96.431499,-63.562487
16358,21755,,,3.512617,6.188703,154.0832,5.93,-0.009,G8III,92.8514,121.837454,16.610693
18199,24706,,,3.892587,-46.893674,107.6426,5.93,0.77,K3III,38.55559,62.643845,-78.588438
18723,25371,,,4.011292,-30.490697,107.7586,5.93,0.768,A1V,46.190538,80.553432,-54.676643
24019,33204,,,5.162524,28.030461,52.6039,5.93,2.325,A5m,10.099228,45.322089,24.720897
25790,36162,,,5.507268,15.360449,77.5795,5.93,1.481,A3Vn,9.623274,74.186557,20.550039
26762,37788,,,5.684888,0.337753,47.9386,5.93,2.527,F0IV,3.95019,47.774621,0.282592
27249,38091,26    Cam,,5.775106,56.115575,60.7903,5.93,2.011,A4Vn,1.994282,33.833156,50.466066
27737,39937,,,5.872276,-57.156191,132.626,5.93,0.317,F7IV,2.404707,71.889643,-111.426081
28790,41742,,,6.077811,-45.078932,26.8962,5.93,3.782,F4V,-0.38684,18.988498,-19.044838
29196,42049,,,6.15901,22.190262,632.9114,5.93,-3.077,K4III,-24.388878,585.527036,239.040169
31448,46709,,,6.588221,9.988335,469.4836,5.93,-2.428,K4III,-70.921721,456.896374,81.430902
34017,52711,,,7.058457,29.337081,19.1314,5.93,4.521,G4V,-4.562639,16.041802,9.373479
35304,55866,,,7.2927,52.131071,183.4862,5.93,-0.388,K1III:,-37.395113,106.245413,144.847094
37046,60294,,,7.613067,55.75506,81.6993,5.93,1.369,K2III,-18.843191,41.935871,67.535871
37140,60652,,,7.631628,48.773842,77.8816,5.93,1.473,A5m,-21.263901,46.71473,58.575917
37428,61603,,,7.682922,23.018527,467.2897,5.93,-2.418,K5,-183.418343,389.01118,182.723845
37949,62066,51    Cam,,7.777793,65.455676,100.7049,5.93,0.915,K2III:,-18.774566,37.382702,91.604989
45461,78935,,,9.264639,72.946326,88.1057,5.93,1.205,F0III,-19.491439,16.962123,84.231735
49164,87283,,,10.033361,-60.42089,100000,5.93,-14.07,A9IV,-42963.08694,24306.94833,-86967.49634
50885,90044,25    Sex,,10.390688,-4.074035,104.1667,5.93,0.841,B9p Si(CrSr),-94.817434,42.492703,-7.400581
50993,90454,,,10.416516,-58.576303,95.9693,5.93,1.019,F2III,-45.796599,20.1533,-81.894023
53394,94776,,,10.921456,-60.517003,93.4579,5.93,1.077,K0III,-44.175129,12.815878,-81.355067
55874,99564,16Kap Crt,,11.452644,-12.356749,70.0771,5.93,1.702,F4III-IV,-67.752133,9.775723,-14.996371
58158,103596,,,11.927814,-28.477103,167.7852,5.93,-0.194,K4III,-147.458239,2.787022,-80.001292
63165,112219,,,12.942142,-72.185212,176.3668,5.93,-0.302,G8III,-52.324869,-13.17421,-167.910178
63688,113120,,,13.051487,-71.475729,306.7485,5.93,-1.504,B1.5IIIne,-93.786691,-26.489903,-290.855559
68670,122438,,,14.057371,-56.213434,167.2241,5.93,-0.186,K2III,-79.827444,-47.700909,-138.982564
69995,125283,,,14.323302,-37.002907,73.4754,5.93,1.599,A1V,-48.154299,-33.529841,-44.221578
71759,129153,,,14.678442,13.534325,50.813,5.93,2.4,F0V,-37.745935,-31.871413,11.89164
76424,139225,18Tau5Ser,,15.608121,16.119085,52.0562,5.93,2.348,F3V,-29.30886,-40.521095,14.4526
77086,140285,,,15.739633,-41.819089,143.8849,5.93,0.14,A0V + B,-59.816097,-88.997205,-95.939801
78542,144204,,,16.034877,52.915917,248.7562,5.93,-1.049,K5III,-73.809067,-130.58021,198.445575
79120,145085,,,16.149689,3.454475,121.5067,5.93,0.507,K5III,-56.48127,-107.33201,7.321444
79137,145148,,,16.153115,6.378695,28.3126,5.93,3.67,K1+...,-13.080818,-24.91183,3.145509
79953,147352,,,16.319783,49.038159,196.0784,5.93,-0.532,K6III,-54.736421,-116.303549,148.067672
81523,149886,,,16.651452,-37.21737,112.1076,5.93,0.682,B9.5V+...,-30.868291,-83.770202,-67.807241
83896,154783,,,17.146539,-30.40373,78.2473,5.93,1.463,Fm,-14.953758,-65.808969,-39.600033
84731,156091,,,17.320142,-59.694612,763.3588,5.93,-3.484,K2IIICN...,-68.198583,-379.112269,-659.04433
85520,157819,,,17.477476,-55.169686,302.1148,5.93,-1.471,G8II/III,-23.530964,-170.940188,-247.989976
87074,161701,,,17.79355,-14.725824,183.8235,5.93,-0.392,B9V,-9.604358,-177.525671,-46.726752
87813,163336,,,17.938621,-15.812521,73.9645,5.93,1.585,A0V,-1.143507,-71.156175,-20.154567
90844,170920,61    Ser,,18.532498,-1.002977,188.3239,5.93,-0.445,A4III,26.164815,-186.468056,-3.296486
91347,171856,,,18.631785,-21.397725,104.3841,5.93,0.837,A5IV,16.001953,-95.862592,-38.083494
92398,174585,8Nu 1Lyr,,18.82942,32.81282,401.6064,5.93,-2.089,B3IV,72.716858,-329.60201,217.628931
93624,176664,,,19.065985,-51.018604,99.8004,5.93,0.934,K0/K1III,17.294048,-60.351943,-77.579442
93763,177517,,,19.094772,-15.660419,219.2982,5.93,-0.775,B8IIIsp...,59.694756,-202.543665,-59.196269
94311,179527,19    Lyr,,19.196114,31.283456,273.224,5.93,-1.253,B9p Si,71.929297,-222.144433,141.877533
96977,186377,,,19.71239,32.426741,602.4096,5.93,-2.969,A5III,220.394085,-458.234495,323.024527
103836,200073,,,21.040873,-38.53097,67.3401,5.93,1.789,K2III,37.645851,-36.848557,-41.948896
103956,200817,,,21.063225,53.2859,114.2857,5.93,0.64,K0III,49.104343,-47.504982,91.614565
105811,204172,69    Cyg,,21.429729,36.667386,100000,5.93,-14.07,B0Ib,62727.08588,-49992.08527,59716.86624
109577,210702,,,22.197592,16.040551,54.9451,5.93,2.23,K1III,47.035352,-24.003072,15.182326
112041,215030,,,22.69334,41.549123,91.7431,5.93,1.117,G9III,64.681074,-23.03162,60.849623
112241,215359,,,22.734782,39.465348,212.3142,5.93,-0.705,K5III+...,154.998595,-53.304517,134.94918
117541,223524,,,23.837425,-9.974136,91.1577,5.93,1.131,K0IV,89.698481,-3.820051,-15.788815
117761,223825,24    Psc,,23.882101,-3.155482,137.3626,5.93,0.241,G9III,137.088954,-4.232699,-7.561219
1096,942,,,0.228401,-26.022345,396.8254,5.94,-2.053,K5III,355.958884,21.310082,-174.095773
2377,2626,,,0.505534,59.977554,235.8491,5.94,-0.923,B9IIIn,116.972486,15.572249,204.204968
2787,3229,14    Cet,,0.592454,-0.50561,54.4959,5.94,2.258,F5IV,53.839659,8.418363,-0.480897
3521,4293,,,0.749187,-42.676558,64.3915,5.94,1.896,A7V,46.43253,9.225661,-43.648415
7643,10142,,,1.640968,-36.528251,101.833,5.94,0.901,K0III,74.393698,34.0829,-60.613104
8423,10975,,,1.810808,37.95287,104.6025,5.94,0.842,K0III,73.384908,37.653516,64.332108
8593,11413,,,1.848459,-50.206138,77.1605,5.94,1.503,A1V,43.714305,22.976626,-59.286479
10234,13468,63    Cet,,2.193287,-1.825429,119.0476,5.94,0.561,G9III:,99.905021,64.629756,-3.792195
13367,17463,,,2.866319,68.888497,395.2569,5.94,-2.044,F5:Ib-II,104.128153,97.083401,368.727689
15669,20675,,,3.364577,49.070905,43.7063,5.94,2.737,F6V,18.224957,22.084197,33.021185
19376,26171,,,4.150436,13.398281,124.533,5.94,0.464,B9.5V,56.393865,107.216802,28.856575
20619,28413,,,4.418153,-61.238193,215.0538,5.94,-0.723,K4/K5III,41.638347,94.730065,-188.521953
21247,28204,,,4.558511,72.528605,101.7294,5.94,0.903,A8m,11.254325,28.393072,97.036399
25291,35239,,,5.4107,31.143148,211.4165,5.94,-0.686,B9III,27.805568,178.797575,109.339989
31676,46480,8    Lyn,,6.6282,61.481233,52.0562,5.94,2.358,G8IV-V,-4.068884,24.518533,45.739379
32938,50445,,,6.861785,-36.23027,55.2181,5.94,2.23,A3V,-9.964191,43.412784,-32.63568
34358,53686,,,7.122889,34.009288,201.2072,5.94,-0.578,K4III,-48.328398,159.635003,112.540747
34817,55718,,,7.207173,-36.544381,278.5515,5.94,-1.285,B4V,-69.553622,212.70408,-165.862266
36156,58579,61    Gem,,7.448981,20.257557,136.9863,5.94,0.257,F2Vn,-47.58966,119.376975,47.430272
38167,63786,,,7.820736,-35.243286,158.2278,5.94,-0.056,B9V,-59.291725,114.821337,-91.305448
41117,70569,20    Cnc,,8.3894,18.3322,117.7856,5.94,0.585,A9V,-65.467902,90.63673,37.046732
41578,71555,29    Cnc,,8.477039,14.210822,105.2632,5.94,0.829,A5V,-61.631506,81.327357,25.84112
45661,80024,,,9.307199,35.36408,86.9565,5.94,1.243,A8V,-54.00888,45.95223,50.32793
56148,99984,58    UMa,,11.508651,43.173242,53.4188,5.94,2.302,F4V,-38.635633,4.997519,36.549312
56318,100343,,,11.546538,-7.827523,147.4926,5.94,0.096,K4III,-145.089882,17.30588,-20.087235
56727,101162,,,11.630127,-67.620379,108.4599,5.94,0.764,K0III,-41.101827,3.992718,-100.291146
60157,107295,,,12.336326,-22.1757,118.3432,5.94,0.574,K0III+...,-109.1649,-9.636835,-44.66841
70384,126200,,,14.400243,8.243969,135.5014,5.94,0.28,A3V,-108.48507,-78.829583,19.429328
77272,141472,,,15.776337,55.474791,269.5418,5.94,-1.213,K3III,-83.995953,-127.603677,222.069233
82902,152527,,,16.941328,-52.283746,116.144,5.94,0.615,A0III,-19.441445,-68.339648,-91.875671
84105,155035,,,17.194077,-48.873399,341.2969,5.94,-1.726,M1/M2III,-47.012312,-219.501562,-257.084758
85382,158261,,,17.446153,34.695802,88.4173,5.94,1.207,A0V,-10.503716,-71.932441,50.32872
86266,159877,,,17.626724,-15.571038,473.9336,5.94,-2.439,F0IV,-44.54367,-454.361183,-127.219363
87390,162189,,,17.85904,-40.772461,173.3102,5.94,-0.254,M2III,-4.842508,-131.15944,-113.180887
88694,165185,,,18.106585,-36.019788,17.5531,5.94,4.718,G3V,0.396121,-14.19176,-10.322427
101123,195094,12Omi Cap,,20.498307,-18.583178,66.357,5.94,1.831,A1V,38.267264,-49.916646,-21.146683
104101,200790,4    Equ,,21.090756,5.958199,48.9237,5.94,2.492,F8V,35.214979,-33.580117,5.0784
107374,207198,,,21.748134,62.460567,917.4312,5.94,-3.873,O9II,352.579618,-235.835498,813.479528
108849,208741,,,22.051044,-76.118427,62.5782,5.94,1.958,F3III,13.101264,-7.332293,-60.750583
111925,214878,,,22.671779,53.845927,112.3596,5.94,0.687,B8V,62.320152,-22.588254,90.722859
113686,217563,,,23.025475,-4.711461,452.4887,5.94,-2.338,K0,436.362433,-113.809282,-37.166463
4903,6116,39    And,,1.048407,41.345157,107.2961,5.95,0.797,A5m,77.536715,21.832696,70.879137
5661,7312,,,1.212616,-37.856479,69.3963,5.95,1.743,A9IV: (+F/G),52.054017,17.103722,-42.587567
7447,9780,,,1.598542,17.433841,58.072,5.95,2.13,F0IV,50.623031,22.515699,17.398632
12821,16769,,,2.747133,67.82463,126.7427,5.95,0.435,A5III,35.990233,31.514914,117.367954
16664,22091,7    Tau,,3.574062,24.464393,131.5789,5.95,0.354,A3V,71.052886,96.412316,54.490558
17846,23728,,,3.818922,43.963095,74.184,5.95,1.598,A9IV,28.859677,44.925658,51.49806
19996,27179,,,4.288673,-6.472177,232.0186,5.95,-0.878,G8III:,99.866587,207.78665,-26.153303
20241,27278,,,4.337341,41.80807,123.1527,5.95,0.498,K0III,38.707334,83.236075,82.098346
20892,28479,,,4.47751,-19.458874,94.518,5.95,1.072,K2III,34.588707,82.133394,-31.486873
21042,28776,,,4.511203,-35.653504,120.4819,5.95,0.545,K0II,37.198637,90.555753,-70.22669
23261,31761,5    Aur,,5.005095,39.394701,59.7372,5.95,2.069,F5V,11.888769,44.607367,37.912789
